Region,Region Name,Store,Store Name,Store Postcode,Small Trolley,Large Trolley,Total Trolleys,Trolleys (Y/N),Handheld Basket,Rollable Basket,Total Baskets,Baskets (Y/N),Frequency of Basket Clean,Total per Annum,Latitude,Longitude
490,Motherwell,1907,GLA-Finnieston,G3 8JU,16,35,51,Yes,0,142,142,Yes,Monthly,12,55.8624289,-4.28115495
600,Luton,282,Welwyn Garden City,AL7 2BQ,28,23,51,Yes,36,50,86,Yes,Quarterly,4,51.80134846,-0.17236506
220,Runcorn,1556,Holyhead,LL65 2BS,17,35,52,Yes,0,35,35,Yes,Quarterly,4,53.30694785,-4.6290577
260,Newton Aycliffe,1337,Thirsk,YO7 1TQ,15,37,52,Yes,0,41,41,Yes,Quarterly,4,54.231805,-1.3478035
320,Southampton,1426,SOU-Bursledon Road,SO19 8NE,24,28,52,Yes,0,80,80,Yes,Quarterly,4,50.90652973,-1.338395113
340,Doncaster,702,Sowerby Bridge,HX6 2LF,26,26,52,Yes,0,49,49,Yes,Bi-monthly,6,53.7098257,-1.9101908
490,Motherwell,2136,EDI-Meadowbank,EH7 5TS,12,40,52,Yes,0,122,122,Yes,Bi-monthly,6,55.95803376666666,-3.165154267
260,Newton Aycliffe,1327,Pickering,YO18 8TB,34,19,53,Yes,41,41,82,Yes,Bi-monthly,6,54.244663,-0.7797115
260,Newton Aycliffe,1761,SUN-Washington,NE37 2PA,8,45,53,Yes,0,40,40,Yes,Bi-monthly,6,54.90697193,-1.5029605
300,Bridgend,1607,CAR-Roath,CF23 9AN,26,27,53,Yes,13,55,68,Yes,Bi-monthly,6,51.49576473,-3.146995475
320,Southampton,1279,IOW-Newport,PO30 5GL,13,40,53,Yes,0,99,99,Yes,Bi-monthly,6,50.7026465,-1.2947038
360,Wednesbury,1525,LEI-Upperton Road,LE3 0BG,30,23,53,Yes,0,76,76,Yes,Monthly,12,52.6255639,-1.1468288
360,Wednesbury,1090,BIR-Bordesley Green,B9 5NA,24,29,53,Yes,0,75,75,Yes,Bi-monthly,6,52.478370033333334,-1.8498188
430,Exeter,1078,PLE-Blandford Road,BH16 5BL,53,0,53,Yes,0,25,25,Yes,Bi-monthly,6,50.7282558,-2.0177023
590,Peterborough,1056,Harwich,CO12 4NX,33,20,53,Yes,60,0,60,Yes,Quarterly,4,51.93860444,1.25789804
300,Bridgend,1006,Tylorstown,CF43 3HJ,30,24,54,Yes,0,44,44,Yes,Quarterly,4,51.645766,-3.431557867
340,Doncaster,1152,BRN-Briercliffe,BB10 1EH,10,44,54,Yes,22,96,118,Yes,Bi-monthly,6,53.80334195,-2.2334199
360,Wednesbury,1242,LEI-Gipsy Lane,LE4 6RG,24,30,54,Yes,0,96,96,Yes,Bi-monthly,6,52.65447,-1.10433
490,Motherwell,476,GLA-Crookston,G53 7TA,16,38,54,Yes,0,35,35,Yes,Quarterly,4,55.8309277,-4.3626331
490,Motherwell,1486,GLA-Partick,G11 6DQ,6,48,54,Yes,0,95,95,Yes,Monthly,12,55.8690538,-4.3055408
220,Runcorn,1194,Morecambe,LA3 3PL,50,5,55,Yes,0,65,65,Yes,Bi-monthly,6,54.0605813,-2.8531124
260,Newton Aycliffe,1150,Battle Hill,NE28 9EN,21,34,55,Yes,18,65,83,Yes,Bi-monthly,6,55.0053299,-1.519088967
260,Newton Aycliffe,1248,BRA-Barkerend Road,BD3 9BN,25,30,55,Yes,0,129,129,Yes,Bi-monthly,6,53.796603,-1.7368673
310,Northfleet,416,CHL-Chelmsford,CM2 9PB,38,17,55,Yes,65,0,65,Yes,Quarterly,4,51.72273008,0.4778881
310,Northfleet,1895,BSL-Mayflower Retail Park,SS14 3HZ,43,12,55,Yes,88,0,88,Yes,Quarterly,4,51.590986547368416,0.47944612105263157
320,Southampton,1278,Amesbury,SP4 7RT,23,32,55,Yes,1,81,82,Yes,Quarterly,4,51.17614135,-1.76448905
360,Wednesbury,1726,Baguley,M23 9GH,3,52,55,Yes,0,37,37,Yes,Bi-monthly,6,53.3943,-2.2835
460,Avonmouth,305,BRS-Southmead,BS10 5NE,20,35,55,Yes,121,28,149,Yes,Bi-monthly,6,51.5006619,-2.5920262
590,Peterborough,1258,Corby,NN18 0RG,28,27,55,Yes,0,155,155,Yes,Bi-monthly,6,52.4835868,-0.7003963
600,Luton,1444,"LON-Hayes, Central Avenue",UB3 2BN,50,5,55,Yes,0,0,0,No,Monthly,12,51.5086401,-0.4200988
250,Belvedere,1682,LON-Rosehill,SM5 1AD,35,21,56,Yes,82,38,120,Yes,Monthly,12,51.3840317,-0.1894438
260,Newton Aycliffe,751,SSH-Laygate,NE33 5RG,26,30,56,Yes,81,15,96,Yes,Bi-monthly,6,54.9897024,-1.4360327
300,Bridgend,2049,CAR-Cardiff Bay,CF11 0JR,25,31,56,Yes,0,45,45,Yes,Quarterly,4,51.45781412272728,-3.186270491
310,Northfleet,162,Ramsgate,CT12 6SL,34,22,56,Yes,64,0,64,Yes,Quarterly,4,51.3569699,1.39643
340,Doncaster,1312,Rawtenstall,BB4 7ND,17,39,56,Yes,0,68,68,Yes,Quarterly,4,53.70088,-2.2856
360,Wednesbury,584,WAL-Ablewell,WS1 2EU,24,32,56,Yes,0,82,82,Yes,Bi-monthly,6,52.58328674,-1.97579668
430,Exeter,1885,TOR-St.Marychurch Road,TQ1 3HL,39,17,56,Yes,28,88,116,Yes,Bi-monthly,6,50.4769423,-3.5281
490,Motherwell,1488,EDI-Easter Road,EH6 8LD,32,24,56,Yes,0,80,80,Yes,Monthly,12,55.96392,-3.1703199
590,Peterborough,1912,NOT-Wollaton,NG8 2DH,35,21,56,Yes,40,35,75,Yes,Bi-monthly,6,52.9560127,-1.2292649
600,Luton,333,SLO-Farnham Road,SL2 1BT,38,18,56,Yes,80,49,129,Yes,Monthly,12,51.5270556,-0.6156415
220,Runcorn,817,BBN-Whalley Banks,BB2 1NU,42,15,57,Yes,0,62,62,Yes,Bi-monthly,6,53.74399625,-2.49230833
220,Runcorn,972,BLA-Bloomfield Road,FY1 6JW,15,42,57,Yes,0,32,32,Yes,Bi-monthly,6,53.8043778,-3.043538
250,Belvedere,1882,LON-Charlton,SE7 7SR,12,45,57,Yes,26,15,41,Yes,Bi-monthly,6,51.48874561,0.02470311
260,Newton Aycliffe,1335,SUN-Durham Road,SR3 4DF,16,41,57,Yes,42,40,82,Yes,Bi-monthly,6,54.8885996,-1.41929285
260,Newton Aycliffe,1594,LEE-Armley Road,LS12 2LL,21,36,57,Yes,0,26,26,Yes,Bi-monthly,6,53.7984,-1.58478
290,Enfield,685,LON-Beckton,E6 5YA,12,45,57,Yes,0,84,84,Yes,Bi-monthly,6,51.51579595,0.05497535
310,Northfleet,1894,LON-Becontree Heath,RM8 1AJ,39,18,57,Yes,0,83,83,Yes,Bi-monthly,6,51.5635533,0.145649
340,Doncaster,603,DON-Balby,DN4 8DD,25,32,57,Yes,0,86,86,Yes,Bi-monthly,6,53.5069433,-1.14763485
430,Exeter,1369,Ilfracombe,EX34 8BS,38,19,57,Yes,49,18,67,Yes,Bi-monthly,6,51.2084397,-4.1275984
460,Avonmouth,1371,Dursley,GL11 4EJ,36,21,57,Yes,0,46,46,Yes,Quarterly,4,51.68854894,-2.3616735
590,Peterborough,1117,FEL-Langer Road,IP11 2BU,35,22,57,Yes,39,0,39,Yes,Quarterly,4,51.9581922,1.3391542
250,Belvedere,1796,LON-Belvedere,DA17 6FD,18,40,58,Yes,52,48,100,Yes,Bi-monthly,6,51.4972479,0.1552719
290,Enfield,1702,LON-Acton,W3 6RE,28,30,58,Yes,35,0,35,Yes,Monthly,12,51.50715165,-0.269878175
340,Doncaster,556,Salford,M6 5JE,18,40,58,Yes,0,70,70,Yes,Bi-monthly,6,53.48709134,-2.29074776
360,Wednesbury,1151,BIR-Blackheath,B65 0LG,16,42,58,Yes,0,75,75,Yes,Bi-monthly,6,52.4765284,-2.0367479
590,Peterborough,1020,GYM-Pasteur Road,NR31 0DW,55,3,58,Yes,81,0,81,Yes,Quarterly,4,52.60406685,1.717602875
600,Luton,1393,Wokingham,RG41 2RU,27,31,58,Yes,0,52,52,Yes,Bi-monthly,6,51.40626,-0.84655
250,Belvedere,1906,LON-Selhurst,CR0 2LG,18,41,59,Yes,21,68,89,Yes,Bi-monthly,6,51.3879997,-0.096505333
310,Northfleet,2148,LON-Newbury Park,IG2 6BN,41,18,59,Yes,109,0,109,Yes,Bi-monthly,6,51.57682,0.083
460,Avonmouth,733,BRS-Fishponds,BS16 3UF,29,30,59,Yes,136,78,214,Yes,Bi-monthly,6,51.4791349,-2.5312801
220,Runcorn,1966,LIV - Childwall Valley Road,L16 2NA,21,39,60,Yes,0,23,23,Yes,Bi-monthly,6,47.21877680310449,10.756709126247326
220,Runcorn,2018,LIV-Edge Lane,L7 9NF,13,47,60,Yes,105,49,154,Yes,Bi-monthly,6,53.40856,-2.92686
250,Belvedere,1660,LON-Mitcham Eastfields,CR4 2AD,10,50,60,Yes,42,33,75,Yes,Bi-monthly,6,51.4116818,-0.158688
260,Newton Aycliffe,1508,Cockermouth,CA13 9PZ,26,34,60,Yes,40,39,79,Yes,Quarterly,4,54.66184631428572,-3.364333743
260,Newton Aycliffe,1533,SCA-Seamer Road,YO12 4HF,31,29,60,Yes,86,38,124,Yes,Bi-monthly,6,54.2661902,-0.4180131
310,Northfleet,2057,BSL-Crompton Close,SS14 3BA,41,19,60,Yes,67,0,67,Yes,Bi-monthly,6,51.58093313333333,0.4464876333333333
320,Southampton,334,WTH-Worthing,BN11 1DU,22,38,60,Yes,0,60,60,Yes,Bi-monthly,6,50.8148733,-0.369966633
340,Doncaster,1468,Colne,BB8 9DJ,23,37,60,Yes,0,25,25,Yes,Quarterly,4,53.8606239,-2.1690885
360,Wednesbury,1752,Crewe,CW2 7BB,8,52,60,Yes,0,72,72,Yes,Bi-monthly,6,53.0915716,-2.4374252
430,Exeter,1521,Bude,EX23 8BA,60,0,60,Yes,0,114,114,Yes,Quarterly,4,50.8264513,-4.5283763
490,Motherwell,10,GLA-Maryhill,G20 7JN,26,34,60,Yes,0,160,160,Yes,Monthly,12,55.8747203,-4.2690356
490,Motherwell,581,GLA-Darnley,G53 7RZ,20,40,60,Yes,0,50,50,Yes,Quarterly,4,55.8117955,-4.3538083
490,Motherwell,779,GLA-Govan,G51 4JT,15,45,60,Yes,0,45,45,Yes,Bi-monthly,6,55.86435,-4.33467
490,Motherwell,1483,Whitburn,EH47 8HB,20,40,60,Yes,0,25,25,Yes,Bi-monthly,6,55.8620904,-3.6877567
600,Luton,1888,LON-Borehamwood Elstree Way,WD6 1SH,20,40,60,Yes,50,70,120,Yes,Bi-monthly,6,51.66053,-0.25976
250,Belvedere,2042,LON-Kingston,KT2 6NU,32,29,61,Yes,65,60,125,Yes,Bi-monthly,6,51.4125299,-0.28964
310,Northfleet,1517,LON-Chadwell Heath,RM6 4AU,26,35,61,Yes,100,0,100,Yes,Bi-monthly,6,51.5700554,0.1223661
310,Northfleet,1574,LON-Hornchurch,RM11 1TP,46,15,61,Yes,160,0,160,Yes,Bi-monthly,6,51.56330135,0.214807975
340,Doncaster,630,Heckmondwike,WF16 9RL,28,33,61,Yes,0,45,45,Yes,Bi-monthly,6,53.7086342,-1.676391633
340,Doncaster,1160,Chadderton,OL9 9QL,31,30,61,Yes,0,71,71,Yes,Bi-monthly,6,53.53215845,-2.154572925
340,Doncaster,1442,LIN-Dixon Street,LN6 7SA,21,40,61,Yes,0,54,54,Yes,Bi-monthly,6,43.52541651394436,-85.41121652
360,Wednesbury,1177,Coalville,LE67 3TH,16,45,61,Yes,0,76,76,Yes,Quarterly,4,52.73109885,-1.37454605
360,Wednesbury,1784,Leek,ST13 6AH,13,48,61,Yes,0,41,41,Yes,Quarterly,4,53.1079754,-2.0186456
360,Wednesbury,1237,WOL-Finchfield,WV3 9EN,18,43,61,Yes,0,79,79,Yes,Bi-monthly,6,52.5809237,-2.1725454
490,Motherwell,970,Fraserburgh,AB43 9TA,28,33,61,Yes,2,83,85,Yes,Quarterly,4,57.6804825,-2.0038205
490,Motherwell,1440,EDI-Broughton,EH7 4HF,36,25,61,Yes,0,77,77,Yes,Bi-monthly,6,55.96588,-3.19697
220,Runcorn,1576,Birkenhead,CH41 2TN,18,44,62,Yes,57,42,99,Yes,Bi-monthly,6,53.3854569,-3.0348751
300,Bridgend,169,SWA-Penlan,SA5 8AB,21,41,62,Yes,0,66,66,Yes,Bi-monthly,6,51.6455399,-3.97069
310,Northfleet,561,South Ockendon,RM15 5AE,44,18,62,Yes,95,0,95,Yes,Bi-monthly,6,51.5106137,0.2829423
340,Doncaster,933,HUL-Newlands,HU5 2PP,34,28,62,Yes,212,30,242,Yes,Monthly,12,53.76824019,-0.35628105
340,Doncaster,1548,Royton,OL2 5WD,20,42,62,Yes,56,74,130,Yes,Monthly,12,53.5656611,-2.1235173
360,Wednesbury,1615,BIR-Kings Heath,B14 7QU,20,42,62,Yes,35,78,113,Yes,Bi-monthly,6,52.433671008333334,-1.895129292
360,Wednesbury,1612,TEL-Madeley,TF7 5FL,19,43,62,Yes,0,55,55,Yes,Quarterly,4,52.6387858,-2.4526936
430,Exeter,414,Sidmouth,EX10 9UU,50,12,62,Yes,0,45,45,Yes,Bi-monthly,6,50.6936549,-3.239141133
490,Motherwell,539,Ayr,KA8 8HD,4,58,62,Yes,0,85,85,Yes,Bi-monthly,6,55.46855943333334,-4.62817305
490,Motherwell,1001,Elgin,IV30 1QW,35,27,62,Yes,0,96,96,Yes,Quarterly,4,57.6437855,-3.3093605
590,Peterborough,837,SPD-Winsover Rd,PE11 1EJ,32,30,62,Yes,59,0,59,Yes,Quarterly,4,52.78725808,-0.156811338
590,Peterborough,1511,BOS-Tawney Street,PE21 6RS,47,15,62,Yes,82,0,82,Yes,Bi-monthly,6,52.980903,-0.0213311
600,Luton,1550,NTH-Towcester Road,NN1 1BQ,41,21,62,Yes,0,80,80,Yes,Quarterly,4,52.2313939,-0.9017093
600,Luton,1664,AYL-Oakfield Road,HP20 1GD,42,20,62,Yes,0,48,48,Yes,Bi-monthly,6,51.81979,-0.79076
250,Belvedere,1433,LON-Mottingham,SE9 4QW,26,37,63,Yes,54,42,96,Yes,Bi-monthly,6,51.4372322,0.0427336
250,Belvedere,1688,LON-Foots Cray High Street,DA14 5HJ,7,56,63,Yes,140,63,203,Yes,Bi-monthly,6,51.4185908,0.11952173333333332
310,Northfleet,1760,Edenbridge,TN8 6EJ,53,10,63,Yes,72,0,72,Yes,Bi-monthly,6,51.2071505,0.0632998
310,Northfleet,1803,Canvey Island,SS8 0PU,42,21,63,Yes,57,0,57,Yes,Quarterly,4,51.5229159,0.5556089
320,Southampton,1436,Petersfield,GU32 3EE,17,46,63,Yes,0,115,115,Yes,Quarterly,4,51.0068494,-0.9421571
340,Doncaster,1580,GRI-Ladysmith Road,DN32 9SW,26,37,63,Yes,0,68,68,Yes,Bi-monthly,6,53.55786329,-0.06561092
340,Doncaster,1666,HUL-Brighton Street,HU3 4UW,25,38,63,Yes,0,70,70,Yes,Bi-monthly,6,53.7328128,-0.3773971
590,Peterborough,482,IPS-Handford Road,IP1 2EH,49,14,63,Yes,59,0,59,Yes,Bi-monthly,6,52.057617,1.1370168
260,Newton Aycliffe,1834,Peterlee,SR8 5AR,3,61,64,Yes,0,56,56,Yes,Bi-monthly,6,54.760596420000006,-1.33808264
360,Wednesbury,2030,DER-Foresters Park,DE23 8AG,16,48,64,Yes,0,160,160,Yes,Quarterly,4,52.896453477777776,-1.476786833
360,Wednesbury,965,BIR-Erdington,B24 9PJ,25,39,64,Yes,0,149,149,Yes,Bi-monthly,6,52.51739953076923,-1.821272065
360,Wednesbury,1247,STO-Tunstall,ST6 5EG,24,40,64,Yes,0,75,75,Yes,Quarterly,4,53.0637267,-2.2117931
490,Motherwell,1270,Johnstone,PA5 8JX,28,36,64,Yes,0,68,68,Yes,Bi-monthly,6,55.8364326,-4.5082209
220,Runcorn,308,LIV-City Centre,L3 8JN,18,47,65,Yes,0,50,50,Yes,Monthly,12,53.4097909,-2.969592033
250,Belvedere,671,LON-Wallington,SM6 0HU,25,40,65,Yes,45,56,101,Yes,Monthly,12,51.3592312,-0.1503324
250,Belvedere,1461,LON-Richmond,TW1 2EF,41,24,65,Yes,70,86,156,Yes,Monthly,12,51.456123320833335,-0.309663829
260,Newton Aycliffe,1373,Wigton,CA7 9HG,25,40,65,Yes,98,60,158,Yes,Quarterly,4,54.8261177,-3.156109
260,Newton Aycliffe,1424,NEW-Slatyford,NE5 2SF,46,19,65,Yes,31,64,95,Yes,Bi-monthly,6,54.9905243,-1.675015167
260,Newton Aycliffe,1676,STK-Junction Road,TS19 9NA,15,50,65,Yes,40,40,80,Yes,Quarterly,4,54.593348,-1.3453752
320,Southampton,1926,BAS-Hatch Warren Retail Park,RG22 4TT,14,51,65,Yes,0,47,47,Yes,Quarterly,4,51.2344067,-1.1416991
340,Doncaster,461,SCU-Doncaster Road,DN15 7DE,24,41,65,Yes,0,98,98,Yes,Bi-monthly,6,53.59107175,-0.65818935
430,Exeter,691,Okehampton,EX20 1EU,56,9,65,Yes,0,90,90,Yes,Quarterly,4,50.7408337,-4.003382
490,Motherwell,362,Leven,KY8 4HJ,30,35,65,Yes,0,67,67,Yes,Quarterly,4,56.195894,-2.99574355
490,Motherwell,1144,Musselburgh,EH216QD,23,42,65,Yes,0,98,98,Yes,Bi-monthly,6,55.9437924,-3.06762255
490,Motherwell,1367,GLA-Victoria Road,G42 7RP,10,55,65,Yes,0,60,60,Yes,Monthly,12,55.8381133,-4.264456775
490,Motherwell,1821,Cowdenbeath,KY4 9FF,16,49,65,Yes,0,92,92,Yes,Quarterly,4,56.11419,-3.34294
590,Peterborough,1114,NOT-Netherfield,NG4 2HD,40,25,65,Yes,50,0,50,Yes,Quarterly,4,52.96218025,-1.0696623
600,Luton,664,LON-Edgware,HA8 7DD,25,40,65,Yes,0,131,131,Yes,Monthly,12,51.61004925,-0.2791226
600,Luton,825,NTH-Weston Favell,NN3 8JL,42,23,65,Yes,0,78,78,Yes,Bi-monthly,6,52.25608613333333,-0.836816633
250,Belvedere,1791,LON-Upper Tooting Road,SW17 7EW,36,30,66,Yes,72,170,242,Yes,Monthly,12,51.4314498,-0.1647051
260,Newton Aycliffe,952,Catterick,DL9 4RP,20,46,66,Yes,0,42,42,Yes,Quarterly,4,54.3802896,-1.6789571
290,Enfield,396,LON-Tottenham,N15 4QD,0,66,66,Yes,0,190,190,Yes,Monthly,12,51.58734011904762,-0.062048529
300,Bridgend,1459,CAR-Station Road,CF14 2FB,25,41,66,Yes,0,72,72,Yes,Quarterly,4,51.5033911,-3.2275474
310,Northfleet,1052,Bexhill,TN39 5BB,25,41,66,Yes,48,0,48,Yes,Bi-monthly,6,50.856743357894736,0.4699167578947368
320,Southampton,1106,HAV-Leigh Park,PO9 5AN,5,61,66,Yes,122,132,254,Yes,Bi-monthly,6,50.8675268,-0.9826552
340,Doncaster,1382,Clitheroe,BB7 1LZ,37,29,66,Yes,0,38,38,Yes,Quarterly,4,53.8705715,-2.3877995
340,Doncaster,1505,RCH-Spotland Road,OL12 6TS,35,31,66,Yes,0,97,97,Yes,Bi-monthly,6,53.6192754,-2.1605984
340,Doncaster,2037,MAN-Great Clowes Street,M7 1AQ,25,41,66,Yes,0,148,148,Yes,Bi-monthly,6,53.4918605,-2.260493
360,Wednesbury,321,Stourbridge,DY8 4BA,37,29,66,Yes,0,53,53,Yes,Quarterly,4,52.47115895,-2.15357465
490,Motherwell,1112,Tain,IV19 1PY,34,32,66,Yes,0,56,56,Yes,Quarterly,4,57.816337571428576,-4.065800414
590,Peterborough,774,Dereham,NR19 1WB,31,35,66,Yes,111,0,111,Yes,Quarterly,4,52.67206,0.9549062666666666
590,Peterborough,1334,Alfreton,DE55 7JJ,36,30,66,Yes,56,0,56,Yes,Quarterly,4,53.09841748,-1.38148568
590,Peterborough,1641,NOR-Sprowston,NR7 8AB,45,21,66,Yes,98,0,98,Yes,Bi-monthly,6,52.66093426666667,1.3349333
250,Belvedere,521,LON-Croydon,CR0 2RF,35,32,67,Yes,39,98,137,Yes,Monthly,12,51.37960947,-0.1045477
250,Belvedere,1708,LON-Hackbridge,SM6 7DS,24,43,67,Yes,137,82,219,Yes,Bi-monthly,6,51.3780012,-0.1554406
260,Newton Aycliffe,1862,STK-Southern Gateway,TS18 3FH,41,26,67,Yes,67,12,79,Yes,Bi-monthly,6,54.56037,-1.31222
320,Southampton,835,Crowthorne,RG45 7AZ,16,51,67,Yes,0,67,67,Yes,Bi-monthly,6,51.3703226,-0.7923411
320,Southampton,1908,NBY-Newbury Retail Park,RG14 7HU,13,54,67,Yes,21,66,87,Yes,Bi-monthly,6,51.38537489090909,-1.318316386
360,Wednesbury,1217,DER-Chaddesden,DE21 6NA,30,37,67,Yes,0,72,72,Yes,Quarterly,4,52.92500013181818,-1.43973575
360,Wednesbury,1739,Uttoxeter-Brookside Road,ST14 8AT,31,36,67,Yes,0,55,55,Yes,Quarterly,4,52.8979998,-1.8592646
430,Exeter,1390,Pool,TR15 3EE,53,14,67,Yes,0,53,53,Yes,Quarterly,4,50.2282663,-5.2624282
460,Avonmouth,1445,WOR-Blackpole Road,WR3 8SE,32,35,67,Yes,0,90,90,Yes,Bi-monthly,6,52.21826,-2.19396
490,Motherwell,1952,Barrhead,G78 1DS,27,40,67,Yes,0,52,52,Yes,Quarterly,4,55.80801,-4.38002
600,Luton,279,HLW-Staple Tye,CM18 7PJ,67,0,67,Yes,0,41,41,Yes,Monthly,12,51.7533112,0.092410367
600,Luton,1496,Letchworth,SG6 1WG,37,30,67,Yes,40,30,70,Yes,Quarterly,4,51.9840326,-0.2032865
220,Runcorn,1636,Prestatyn,LL19 9DG,26,42,68,Yes,0,52,52,Yes,Quarterly,4,53.3337685,-3.40616515
220,Runcorn,1982,LIV-Great Homer Street,L5 5AA,28,40,68,Yes,0,20,20,Yes,Bi-monthly,6,53.4244705,-2.980263
260,Newton Aycliffe,67,DUR-Pity Me,DH1 5FA,26,42,68,Yes,0,82,82,Yes,Quarterly,4,54.8079863,-1.5773196
290,Enfield,1554,LON-Enfield Wash,EN3 6LZ,32,36,68,Yes,12,185,197,Yes,Monthly,12,51.67143738,-0.04084446
300,Bridgend,1208,Caerphilly,CF83 2AX,30,38,68,Yes,0,57,57,Yes,Bi-monthly,6,51.5711859,-3.2448037
340,Doncaster,1161,MAN-Newton Heath,M40 2JE,18,50,68,Yes,0,57,57,Yes,Bi-monthly,6,53.50179,-2.1816399
340,Doncaster,1400,Barnsley,S70 2RE,28,40,68,Yes,0,59,59,Yes,Bi-monthly,6,53.55207014,-1.48425412
430,Exeter,1199,BAR-Newport,EX32 8PB,43,25,68,Yes,5,50,55,Yes,Quarterly,4,51.07491765,-4.0448154
590,Peterborough,422,PET-Lime Kiln,PE3 9TA,38,30,68,Yes,65,0,65,Yes,Bi-monthly,6,52.5820178,-0.257134733
320,Southampton,399,AND-Western Avenue,SP10 1BS,26,43,69,Yes,10,65,75,Yes,Bi-monthly,6,51.2092739,-1.4825159
460,Avonmouth,2065,OXF-Templars Shopping Park,OX4 3JP,18,51,69,Yes,241,118,359,Yes,Bi-monthly,6,51.73263765,-1.21902795
490,Motherwell,981,DUN-Stobswell,DD4 6RX,18,51,69,Yes,0,37,37,Yes,Monthly,12,56.4712981,-2.9596762
490,Motherwell,1019,Bo'ness,EH51 9AW,22,47,69,Yes,0,78,78,Yes,Quarterly,4,56.0168623,-3.6027706
490,Motherwell,1087,DUN-Lochee,DD2 3EG,4,65,69,Yes,5,54,59,Yes,Bi-monthly,6,56.4725416,-3.0131755
590,Peterborough,1867,NOT-Beechdale,NG8 3LL,44,25,69,Yes,78,0,78,Yes,Bi-monthly,6,52.9602058,-1.1918906
600,Luton,575,Rugby,CV22 7DT,38,31,69,Yes,0,112,112,Yes,Bi-monthly,6,52.3660133,-1.2823633
220,Runcorn,731,STH-King Street,WA10 2JZ,20,50,70,Yes,0,60,60,Yes,Bi-monthly,6,53.4548869,-2.74105175
220,Runcorn,1798,Ormskirk,L39 2ZA,30,40,70,Yes,0,15,15,Yes,Quarterly,4,53.57190384,-2.88012338
250,Belvedere,1415,LON-Dartford,DA1 2AG,20,50,70,Yes,0,70,70,Yes,Bi-monthly,6,51.4422912,0.2137003
250,Belvedere,2061,LON-Hounslow,TW3 3HY,31,39,70,Yes,49,33,82,Yes,Monthly,12,51.4676632,-0.372002
260,Newton Aycliffe,1351,DUR-Langley Moor,DH7 8EU,24,46,70,Yes,0,58,58,Yes,Quarterly,4,54.7582045,-1.60946595
290,Enfield,868,LON-East Ham,E6 2JA,40,30,70,Yes,0,250,250,Yes,Monthly,12,51.5382351,0.05194595
320,Southampton,1391,Newhaven,BN9 0AD,9,61,70,Yes,0,54,54,Yes,Bi-monthly,6,50.7955329,0.0569889
340,Doncaster,1610,Todmorden,OL14 5QR,45,25,70,Yes,1,70,71,Yes,Bi-monthly,6,53.71404455,-2.0899357
340,Doncaster,1956,WIG-Parr Bridge,M29 8PR,31,39,70,Yes,0,216,216,Yes,Bi-monthly,6,53.510272539999995,-2.43321148
340,Doncaster,1987,SHE-Chapeltown,S35 3XU,21,49,70,Yes,0,102,102,Yes,Quarterly,4,53.47021,-1.47577
360,Wednesbury,1421,Kingswinford,DY6 7BG,15,55,70,Yes,0,60,60,Yes,Quarterly,4,52.5042305,-2.1673573
360,Wednesbury,1933,ALT-Broadheath,WA14 5GR,42,28,70,Yes,0,62,62,Yes,Bi-monthly,6,53.400369918181816,-2.356355645
430,Exeter,412,PLE-Branksome,BH12 1DQ,59,11,70,Yes,0,67,67,Yes,Bi-monthly,6,50.7266287,-1.9204101
430,Exeter,1221,PLY-Union Street,PL1 3FA,42,28,70,Yes,73,40,113,Yes,Monthly,12,50.36929,-4.16015
490,Motherwell,1060,Kilmarnock,KA1 4AG,35,35,70,Yes,0,60,60,Yes,Quarterly,4,55.6017068,-4.4961711
490,Motherwell,1773,Larkhall,ML9 2TP,30,40,70,Yes,0,30,30,Yes,Quarterly,4,55.7198,-3.96167
590,Peterborough,1658,FEL-Walton Avenue,IP11 2QE,39,31,70,Yes,73,0,73,Yes,Quarterly,4,51.9561758,1.3292756333333333
220,Runcorn,1293,Darwen,BB3 1QA,18,53,71,Yes,0,70,70,Yes,Bi-monthly,6,53.6986466,-2.471371
260,Newton Aycliffe,295,GAT-Wrekenton,NE9 7JS,24,47,71,Yes,0,38,38,Yes,Quarterly,4,54.92635,-1.57549
300,Bridgend,427,Port Talbot,SA12 7BZ,16,55,71,Yes,0,62,62,Yes,Quarterly,4,51.6039934,-3.8115316
340,Doncaster,1261,CHE-Sheffield Road,S41 8LX,27,44,71,Yes,0,83,83,Yes,Quarterly,4,53.259614533333334,-1.4293561
340,Doncaster,1968,Padiham,BB12 8DF,41,30,71,Yes,0,52,52,Yes,Quarterly,4,53.8015015,-2.3102725
430,Exeter,1360,Torrington,EX38 8BX,46,25,71,Yes,0,63,63,Yes,Quarterly,4,50.9535338,-4.1508678
430,Exeter,1930,CHR-Bailey Drive,BH23 2BN,37,34,71,Yes,0,39,39,Yes,Bi-monthly,6,50.73857864285714,-1.790841629
460,Avonmouth,1909,CHT-Swindon Road,GL50 4AH,36,35,71,Yes,165,0,165,Yes,Monthly,12,51.904995166666666,-2.07798315
600,Luton,1996,HTR-Linmere,LU5 7AR,31,40,71,Yes,0,68,68,Yes,Quarterly,4,51.91769,-0.49803
250,Belvedere,1872,LON-Old Kent Road,SE15 1NJ,21,51,72,Yes,102,92,194,Yes,Monthly,12,51.4798071,-0.0583511
250,Belvedere,1928,LON-Purley Way North,CR0 4XL,28,44,72,Yes,75,64,139,Yes,Bi-monthly,6,51.3733771,-0.11989475
